Element,P,Q,V,xi,R,L,Filename
Y22,-0.825,-1.0,0.95,0.526,16.98522685846145,1.2511181942829976,iP04_iV02_iQ01_iX11__P-825m_Q-1000m_V+950m_xi+526md.csv
Y22,-0.825,-1.0,0.95,-1.579,16.860468965012696,1.241928627979151,iP04_iV02_iQ01_iX09__P-825m_Q-1000m_V+950m_xi-1579md.csv
Y22,-0.825,-1.0,0.95,-0.526,16.916895818446726,1.246084984856798,iP04_iV02_iQ01_iX10__P-825m_Q-1000m_V+950m_xi-526md.csv
Y22,-0.825,-1.0,0.95,2.632,17.158402370474107,1.2638741639407869,iP04_iV02_iQ01_iX13__P-825m_Q-1000m_V+950m_xi+2632md.csv
Y22,-0.825,-1.0,0.95,3.684,17.263736777811772,1.2716330119180157,iP04_iV02_iQ01_iX14__P-825m_Q-1000m_V+950m_xi+3684md.csv
Y22,-0.825,-1.0,0.95,4.737,17.381958516349115,1.280341130335562,iP04_iV02_iQ01_iX15__P-825m_Q-1000m_V+950m_xi+4737md.csv
Y22,-0.825,-1.0,0.95,5.789,17.513409502005306,1.2900237041051683,iP04_iV02_iQ01_iX16__P-825m_Q-1000m_V+950m_xi+5789md.csv
Y22,-0.825,-1.0,0.95,6.842,17.658474379857413,1.300709067133175,iP04_iV02_iQ01_iX17__P-825m_Q-1000m_V+950m_xi+6842md.csv
Y22,-0.825,-1.0,0.95,8.947,17.991209623944687,1.3252180786445644,iP04_iV02_iQ01_iX19__P-825m_Q-1000m_V+950m_xi+8947md.csv
Y22,-0.825,-0.5,0.95,-8.947,17.07479276094451,1.25771554704445,iP04_iV02_iQ02_iX02__P-825m_Q-500m_V+950m_xi-8947md.csv
Y22,-0.825,-1.0,0.95,7.895,17.817582164171014,1.3124288193040294,iP04_iV02_iQ01_iX18__P-825m_Q-1000m_V+950m_xi+7895md.csv
Y22,-0.825,-1.0,0.95,10.0,18.17988435858771,1.3391157075506326,iP04_iV02_iQ01_iX20__P-825m_Q-1000m_V+950m_xi+10000md.csv
Y22,-0.825,-0.5,0.95,-10.0,17.144895185999793,1.262879235397428,iP04_iV02_iQ02_iX01__P-825m_Q-500m_V+950m_xi-10000md.csv
Y22,-0.825,-0.5,0.95,-6.842,16.970204284361834,1.2500116434854989,iP04_iV02_iQ02_iX04__P-825m_Q-500m_V+950m_xi-6842md.csv
Y22,-0.825,-0.5,0.95,-7.895,17.016615745788876,1.2534302745786643,iP04_iV02_iQ02_iX03__P-825m_Q-500m_V+950m_xi-7895md.csv
Y22,-0.825,-0.5,0.95,-4.737,16.91220215623327,1.2457392533505882,iP04_iV02_iQ02_iX06__P-825m_Q-500m_V+950m_xi-4737md.csv
Y22,-0.825,-0.5,0.95,-2.632,16.90015344151649,1.2448517548844693,iP04_iV02_iQ02_iX08__P-825m_Q-500m_V+950m_xi-2632md.csv
Y22,-0.825,-0.5,0.95,-5.789,16.935431361892427,1.2474502979283502,iP04_iV02_iQ02_iX05__P-825m_Q-500m_V+950m_xi-5789md.csv
Y22,-0.825,-0.5,0.95,-3.684,16.9004534543858,1.2448738533491115,iP04_iV02_iQ02_iX07__P-825m_Q-500m_V+950m_xi-3684md.csv
Y22,-0.825,-0.5,0.95,-1.579,16.911301149450413,1.2456728859414836,iP04_iV02_iQ02_iX09__P-825m_Q-500m_V+950m_xi-1579md.csv
Y22,-0.825,-0.5,0.95,-0.526,16.9339269563586,1.247339484650573,iP04_iV02_iQ02_iX10__P-825m_Q-500m_V+950m_xi-526md.csv
Y22,-0.825,-0.5,0.95,0.526,16.968092423443434,1.249856085691386,iP04_iV02_iQ02_iX11__P-825m_Q-500m_V+950m_xi+526md.csv
Y22,-0.825,-0.5,0.95,3.684,17.140919349378073,1.262586378487781,iP04_iV02_iQ02_iX14__P-825m_Q-500m_V+950m_xi+3684md.csv
Y22,-0.825,-0.5,0.95,2.632,17.07144684471031,1.2574690894316969,iP04_iV02_iQ02_iX13__P-825m_Q-500m_V+950m_xi+2632md.csv
Y22,-0.825,-0.5,0.95,4.737,17.2225001264768,1.2685955532592423,iP04_iV02_iQ02_iX15__P-825m_Q-500m_V+950m_xi+4737md.csv
Y22,-0.825,-0.5,0.95,1.579,17.013890623261144,1.2532295444102997,iP04_iV02_iQ02_iX12__P-825m_Q-500m_V+950m_xi+1579md.csv
Y22,-0.825,-0.5,0.95,5.789,17.31641610972798,1.2755133293646386,iP04_iV02_iQ02_iX16__P-825m_Q-500m_V+950m_xi+5789md.csv
Y22,-0.825,-0.5,0.95,6.842,17.42293055901008,1.2833590982142689,iP04_iV02_iQ02_iX17__P-825m_Q-500m_V+950m_xi+6842md.csv
Y22,-0.825,-0.5,0.95,7.895,17.542344709624228,1.2921550487940254,iP04_iV02_iQ02_iX18__P-825m_Q-500m_V+950m_xi+7895md.csv
Y22,-0.825,-0.5,0.95,10.0,17.821277712472472,1.3127010304901614,iP04_iV02_iQ02_iX20__P-825m_Q-500m_V+950m_xi+10000md.csv
Y22,-0.825,-0.5,0.95,8.947,17.674999414424406,1.301926287716764,iP04_iV02_iQ02_iX19__P-825m_Q-500m_V+950m_xi+8947md.csv
Y22,-0.825,0.0,0.95,-10.0,17.476544460873022,1.2873082551157446,iP04_iV02_iQ03_iX01__P-825m_Q+0m_V+950m_xi-10000md.csv
Y22,-0.825,0.0,0.95,-8.947,17.369712638532043,1.279439108703002,iP04_iV02_iQ03_iX02__P-825m_Q+0m_V+950m_xi-8947md.csv
Y22,-0.825,0.0,0.95,-7.895,17.27548140153076,1.272498111376282,iP04_iV02_iQ03_iX03__P-825m_Q+0m_V+950m_xi-7895md.csv
Y22,-0.825,0.0,0.95,-5.789,17.123804864374804,1.2613257391957635,iP04_iV02_iQ03_iX05__P-825m_Q+0m_V+950m_xi-5789md.csv
Y22,-0.825,0.0,0.95,-6.842,17.193587722396888,1.2664658884997104,iP04_iV02_iQ03_iX04__P-825m_Q+0m_V+950m_xi-6842md.csv
Y22,-0.825,0.0,0.95,-4.737,17.06594078178866,1.2570635173706428,iP04_iV02_iQ03_iX06__P-825m_Q+0m_V+950m_xi-4737md.csv
Y22,-0.825,0.0,0.95,-1.579,16.96244077073899,1.249439789485563,iP04_iV02_iQ03_iX09__P-825m_Q+0m_V+950m_xi-1579md.csv
Y22,-0.825,0.0,0.95,-3.684,17.019837081177624,1.2536675556208334,iP04_iV02_iQ03_iX07__P-825m_Q+0m_V+950m_xi-3684md.csv
Y22,-0.825,0.0,0.95,-2.632,16.98536824944312,1.2511286090320073,iP04_iV02_iQ03_iX08__P-825m_Q+0m_V+950m_xi-2632md.csv
Y22,-0.825,0.0,0.95,-0.526,16.95099245380776,1.2485965154803709,iP04_iV02_iQ03_iX10__P-825m_Q+0m_V+950m_xi-526md.csv
Y22,-0.825,0.0,0.95,1.579,16.96244077073899,1.249439789485563,iP04_iV02_iQ03_iX12__P-825m_Q+0m_V+950m_xi+1579md.csv
Y22,-0.825,0.0,0.95,0.526,16.95099245380776,1.2485965154803709,iP04_iV02_iQ03_iX11__P-825m_Q+0m_V+950m_xi+526md.csv
Y22,-0.825,0.0,0.95,2.632,16.98536824944312,1.2511286090320073,iP04_iV02_iQ03_iX13__P-825m_Q+0m_V+950m_xi+2632md.csv
Y22,-0.825,0.0,0.95,3.684,17.019837081177624,1.2536675556208334,iP04_iV02_iQ03_iX14__P-825m_Q+0m_V+950m_xi+3684md.csv
Y22,-0.825,0.0,0.95,6.842,17.193587722396888,1.2664658884997104,iP04_iV02_iQ03_iX17__P-825m_Q+0m_V+950m_xi+6842md.csv
Y22,-0.825,0.0,0.95,5.789,17.123804864374804,1.2613257391957635,iP04_iV02_iQ03_iX16__P-825m_Q+0m_V+950m_xi+5789md.csv
Y22,-0.825,0.0,0.95,4.737,17.06594078178866,1.2570635173706428,iP04_iV02_iQ03_iX15__P-825m_Q+0m_V+950m_xi+4737md.csv
Y22,-0.825,0.0,0.95,10.0,17.476544460873022,1.2873082551157446,iP04_iV02_iQ03_iX20__P-825m_Q+0m_V+950m_xi+10000md.csv
Y22,-0.825,0.0,0.95,7.895,17.27548140153076,1.272498111376282,iP04_iV02_iQ03_iX18__P-825m_Q+0m_V+950m_xi+7895md.csv
Y22,-0.825,0.0,0.95,8.947,17.369712638532043,1.279439108703002,iP04_iV02_iQ03_iX19__P-825m_Q+0m_V+950m_xi+8947md.csv
Y22,-0.825,0.5,0.95,-10.0,17.821277712472472,1.3127010304901614,iP04_iV02_iQ04_iX01__P-825m_Q+500m_V+950m_xi-10000md.csv
Y22,-0.825,0.5,0.95,-7.895,17.542344709624228,1.2921550487940254,iP04_iV02_iQ04_iX03__P-825m_Q+500m_V+950m_xi-7895md.csv
Y22,-0.825,0.5,0.95,-8.947,17.674999414424406,1.301926287716764,iP04_iV02_iQ04_iX02__P-825m_Q+500m_V+950m_xi-8947md.csv
Y22,-0.825,0.5,0.95,-6.842,17.42293055901008,1.2833590982142689,iP04_iV02_iQ04_iX04__P-825m_Q+500m_V+950m_xi-6842md.csv
Y22,-0.825,0.5,0.95,-3.684,17.140919349378073,1.262586378487781,iP04_iV02_iQ04_iX07__P-825m_Q+500m_V+950m_xi-3684md.csv
Y22,-0.825,0.5,0.95,-4.737,17.2225001264768,1.2685955532592423,iP04_iV02_iQ04_iX06__P-825m_Q+500m_V+950m_xi-4737md.csv
Y22,-0.825,0.5,0.95,-5.789,17.31641610972798,1.2755133293646386,iP04_iV02_iQ04_iX05__P-825m_Q+500m_V+950m_xi-5789md.csv
Y22,-0.825,0.5,0.95,-1.579,17.013890623261144,1.2532295444102997,iP04_iV02_iQ04_iX09__P-825m_Q+500m_V+950m_xi-1579md.csv
Y22,-0.825,0.5,0.95,-2.632,17.071446839796753,1.257469089047551,iP04_iV02_iQ04_iX08__P-825m_Q+500m_V+950m_xi-2632md.csv
Y22,-0.825,0.5,0.95,1.579,16.911301149450413,1.2456728859414836,iP04_iV02_iQ04_iX12__P-825m_Q+500m_V+950m_xi+1579md.csv
Y22,-0.825,0.5,0.95,-0.526,16.968092423443434,1.249856085691386,iP04_iV02_iQ04_iX10__P-825m_Q+500m_V+950m_xi-526md.csv
Y22,-0.825,0.5,0.95,0.526,16.9339269563586,1.247339484650573,iP04_iV02_iQ04_iX11__P-825m_Q+500m_V+950m_xi+526md.csv
Y22,-0.825,0.5,0.95,2.632,16.900153425216008,1.244851753609517,iP04_iV02_iQ04_iX13__P-825m_Q+500m_V+950m_xi+2632md.csv
Y22,-0.825,0.5,0.95,3.684,16.9004534543858,1.2448738533491115,iP04_iV02_iQ04_iX14__P-825m_Q+500m_V+950m_xi+3684md.csv
Y22,-0.825,0.5,0.95,4.737,16.91220215623327,1.2457392533505882,iP04_iV02_iQ04_iX15__P-825m_Q+500m_V+950m_xi+4737md.csv
Y22,-0.825,0.5,0.95,6.842,16.970204284361834,1.2500116434854989,iP04_iV02_iQ04_iX17__P-825m_Q+500m_V+950m_xi+6842md.csv
Y22,-0.825,0.5,0.95,5.789,16.935431361892427,1.2474502979283502,iP04_iV02_iQ04_iX16__P-825m_Q+500m_V+950m_xi+5789md.csv
Y22,-0.825,0.5,0.95,7.895,17.016615745788876,1.2534302745786643,iP04_iV02_iQ04_iX18__P-825m_Q+500m_V+950m_xi+7895md.csv
Y22,-0.825,0.5,0.95,10.0,17.144895185999793,1.262879235397428,iP04_iV02_iQ04_iX20__P-825m_Q+500m_V+950m_xi+10000md.csv
Y22,-0.825,0.5,0.95,8.947,17.07479276094451,1.25771554704445,iP04_iV02_iQ04_iX19__P-825m_Q+500m_V+950m_xi+8947md.csv
Y22,-0.825,1.0,0.95,-10.0,18.17988435858771,1.3391157075506326,iP04_iV02_iQ05_iX01__P-825m_Q+1000m_V+950m_xi-10000md.csv
Y22,-0.825,1.0,0.95,-7.895,17.817582164171014,1.3124288193040294,iP04_iV02_iQ05_iX03__P-825m_Q+1000m_V+950m_xi-7895md.csv
Y22,-0.825,1.0,0.95,-8.947,17.991209623944687,1.3252180786445644,iP04_iV02_iQ05_iX02__P-825m_Q+1000m_V+950m_xi-8947md.csv
Y22,-0.825,1.0,0.95,-2.632,17.158402370474107,1.2638741639407869,iP04_iV02_iQ05_iX08__P-825m_Q+1000m_V+950m_xi-2632md.csv
Y22,-0.825,1.0,0.95,-4.737,17.381958516349115,1.280341130335562,iP04_iV02_iQ05_iX06__P-825m_Q+1000m_V+950m_xi-4737md.csv
Y22,-0.825,1.0,0.95,-6.842,17.658474379857413,1.300709067133175,iP04_iV02_iQ05_iX04__P-825m_Q+1000m_V+950m_xi-6842md.csv
Y22,-0.825,1.0,0.95,-3.684,17.263736777811772,1.2716330119180157,iP04_iV02_iQ05_iX07__P-825m_Q+1000m_V+950m_xi-3684md.csv
Y22,-0.825,1.0,0.95,-5.789,17.513409502005306,1.2900237041051683,iP04_iV02_iQ05_iX05__P-825m_Q+1000m_V+950m_xi-5789md.csv
Y22,-0.825,1.0,0.95,-1.579,17.0656535515053,1.2570423603131755,iP04_iV02_iQ05_iX09__P-825m_Q+1000m_V+950m_xi-1579md.csv
Y22,-0.825,1.0,0.95,-0.526,16.98522685846145,1.2511181942829976,iP04_iV02_iQ05_iX10__P-825m_Q+1000m_V+950m_xi-526md.csv
Y22,-0.825,1.0,0.95,0.526,16.916895818446726,1.246084984856798,iP04_iV02_iQ05_iX11__P-825m_Q+1000m_V+950m_xi+526md.csv
Y22,-0.825,1.0,0.95,6.842,16.752550958258578,1.233979474151921,iP04_iV02_iQ05_iX17__P-825m_Q+1000m_V+950m_xi+6842md.csv
Y22,-0.825,1.0,0.95,2.632,16.815789310230528,1.238637560484589,iP04_iV02_iQ05_iX13__P-825m_Q+1000m_V+950m_xi+2632md.csv
Y22,-0.825,1.0,0.95,1.579,16.860468965012696,1.241928627979151,iP04_iV02_iQ05_iX12__P-825m_Q+1000m_V+950m_xi+1579md.csv
Y22,-0.825,1.0,0.95,7.895,16.765393610604576,1.2349254537132637,iP04_iV02_iQ05_iX18__P-825m_Q+1000m_V+950m_xi+7895md.csv
Y22,-0.825,1.0,0.95,3.684,16.782732941341692,1.2362026545964715,iP04_iV02_iQ05_iX14__P-825m_Q+1000m_V+950m_xi+3684md.csv
Y22,-0.825,1.0,0.95,4.737,16.76120872155966,1.234617197919856,iP04_iV02_iQ05_iX15__P-825m_Q+1000m_V+950m_xi+4737md.csv
Y22,-0.825,1.0,0.95,5.789,16.751157222710827,1.2338768124167856,iP04_iV02_iQ05_iX16__P-825m_Q+1000m_V+950m_xi+5789md.csv
Y22,-0.825,1.0,0.95,8.947,16.78972048450007,1.2367173514838448,iP04_iV02_iQ05_iX19__P-825m_Q+1000m_V+950m_xi+8947md.csv
Y22,-0.825,-1.0,1.0,-10.0,19.876982246364456,1.4688312444056195,iP04_iV03_iQ01_iX01__P-825m_Q-1000m_V+1000m_xi-10000md.csv
Y22,-0.825,-1.0,1.0,-7.895,19.79457548664355,1.4627417069715525,iP04_iV03_iQ01_iX03__P-825m_Q-1000m_V+1000m_xi-7895md.csv
Y22,-0.825,1.0,0.95,10.0,16.825598815042703,1.23936012079373,iP04_iV02_iQ05_iX20__P-825m_Q+1000m_V+950m_xi+10000md.csv
Y22,-0.825,-1.0,1.0,-6.842,19.773757629394137,1.461203348956648,iP04_iV03_iQ01_iX04__P-825m_Q-1000m_V+1000m_xi-6842md.csv
Y22,-0.825,-1.0,1.0,-8.947,19.828952153980456,1.465282008217046,iP04_iV03_iQ01_iX02__P-825m_Q-1000m_V+1000m_xi-8947md.csv
Y22,-0.825,-1.0,1.0,-5.789,19.76644135236587,1.4606627048331158,iP04_iV03_iQ01_iX05__P-825m_Q-1000m_V+1000m_xi-5789md.csv
Y22,-0.825,-1.0,1.0,-4.737,19.772606542768987,1.461118288145512,iP04_iV03_iQ01_iX06__P-825m_Q-1000m_V+1000m_xi-4737md.csv
Y22,-0.825,-1.0,1.0,-3.684,19.792270242478565,1.4625713588430425,iP04_iV03_iQ01_iX07__P-825m_Q-1000m_V+1000m_xi-3684md.csv
Y22,-0.825,-1.0,1.0,-2.632,19.825486288702788,1.4650258945246355,iP04_iV03_iQ01_iX08__P-825m_Q-1000m_V+1000m_xi-2632md.csv
Y22,-0.825,-1.0,1.0,1.579,20.09627676296135,1.4850362514674336,iP04_iV03_iQ01_iX12__P-825m_Q-1000m_V+1000m_xi+1579md.csv
Y22,-0.825,-1.0,1.0,3.684,20.31720714653848,1.5013621427541313,iP04_iV03_iQ01_iX14__P-825m_Q-1000m_V+1000m_xi+3684md.csv
Y22,-0.825,-1.0,1.0,4.737,20.450040766562022,1.5111780275765536,iP04_iV03_iQ01_iX15__P-825m_Q-1000m_V+1000m_xi+4737md.csv
Y22,-0.825,-1.0,1.0,-1.579,19.87234621569059,1.4684886598923717,iP04_iV03_iQ01_iX09__P-825m_Q-1000m_V+1000m_xi-1579md.csv
Y22,-0.825,-1.0,1.0,5.789,20.598280204776344,1.522132342502183,iP04_iV03_iQ01_iX16__P-825m_Q-1000m_V+1000m_xi+5789md.csv
Y22,-0.825,-1.0,1.0,-0.526,19.932979304971507,1.4729692080936032,iP04_iV03_iQ01_iX10__P-825m_Q-1000m_V+1000m_xi-526md.csv
Y22,-0.825,-1.0,1.0,0.526,20.00755362366912,1.478479958792972,iP04_iV03_iQ01_iX11__P-825m_Q-1000m_V+1000m_xi+526md.csv
Y22,-0.825,-1.0,1.0,2.632,20.19939755128036,1.4926564742707538,iP04_iV03_iQ01_iX13__P-825m_Q-1000m_V+1000m_xi+2632md.csv
Y22,-0.825,-1.0,1.0,6.842,20.762355605529187,1.5342568727132158,iP04_iV03_iQ01_iX17__P-825m_Q-1000m_V+1000m_xi+6842md.csv
Y22,-0.825,-1.0,1.0,10.0,21.354691284506824,1.5780281628491375,iP04_iV03_iQ01_iX20__P-825m_Q-1000m_V+1000m_xi+10000md.csv
Y22,-0.825,-1.0,1.0,8.947,21.139995955928047,1.562163017590832,iP04_iV03_iQ01_iX19__P-825m_Q-1000m_V+1000m_xi+8947md.csv
Y22,-0.825,-0.5,1.0,-10.0,20.22689917802468,1.494688737126017,iP04_iV03_iQ02_iX01__P-825m_Q-500m_V+1000m_xi-10000md.csv
Y22,-0.825,-1.0,1.0,7.895,20.94274881836401,1.547587225657081,iP04_iV03_iQ01_iX18__P-825m_Q-1000m_V+1000m_xi+7895md.csv
Y22,-0.825,-0.5,1.0,-8.947,20.141227919153053,1.4883579660231163,iP04_iV03_iQ02_iX02__P-825m_Q-500m_V+1000m_xi-8947md.csv
Y22,-0.825,-0.5,1.0,-6.842,20.011974795898265,1.4788066658486492,iP04_iV03_iQ02_iX04__P-825m_Q-500m_V+1000m_xi-6842md.csv
Y22,-0.825,-0.5,1.0,-7.895,20.069652079106977,1.4830687913563854,iP04_iV03_iQ02_iX03__P-825m_Q-500m_V+1000m_xi-7895md.csv
Y22,-0.825,-0.5,1.0,-4.737,19.93772227633055,1.473319694941135,iP04_iV03_iQ02_iX06__P-825m_Q-500m_V+1000m_xi-4737md.csv
Y22,-0.825,-0.5,1.0,-5.789,19.96803810155597,1.475559915830963,iP04_iV03_iQ02_iX05__P-825m_Q-500m_V+1000m_xi-5789md.csv
Y22,-0.825,-0.5,1.0,-3.684,19.920944907440887,1.472079913280257,iP04_iV03_iQ02_iX07__P-825m_Q-500m_V+1000m_xi-3684md.csv
Y22,-0.825,-0.5,1.0,-1.579,19.927859692244017,1.4725908886894097,iP04_iV03_iQ02_iX09__P-825m_Q-500m_V+1000m_xi-1579md.csv
Y22,-0.825,-0.5,1.0,-2.632,19.917660336424213,1.471837196314678,iP04_iV03_iQ02_iX08__P-825m_Q-500m_V+1000m_xi-2632md.csv
Y22,-0.825,-0.5,1.0,3.684,20.18337962105162,1.4914728120080636,iP04_iV03_iQ02_iX14__P-825m_Q-500m_V+1000m_xi+3684md.csv
Y22,-0.825,-0.5,1.0,0.526,19.988857725988,1.4770984047644498,iP04_iV03_iQ02_iX11__P-825m_Q-500m_V+1000m_xi+526md.csv
Y22,-0.825,-0.5,1.0,-0.526,19.951570722391548,1.4743430412031366,iP04_iV03_iQ02_iX10__P-825m_Q-500m_V+1000m_xi-526md.csv
Y22,-0.825,-0.5,1.0,2.632,20.104603673189967,1.485651577389191,iP04_iV03_iQ02_iX13__P-825m_Q-500m_V+1000m_xi+2632md.csv
Y22,-0.825,-0.5,1.0,1.579,20.03982233288722,1.4808644899187966,iP04_iV03_iQ02_iX12__P-825m_Q-500m_V+1000m_xi+1579md.csv
Y22,-0.825,-0.5,1.0,4.737,20.2763673658996,1.4983442426892315,iP04_iV03_iQ02_iX15__P-825m_Q-500m_V+1000m_xi+4737md.csv
Y22,-0.825,-0.5,1.0,6.842,20.50605324272867,1.5153171305394486,iP04_iV03_iQ02_iX17__P-825m_Q-500m_V+1000m_xi+6842md.csv
Y22,-0.825,-0.5,1.0,5.789,20.383825050650916,1.506284945201311,iP04_iV03_iQ02_iX16__P-825m_Q-500m_V+1000m_xi+5789md.csv
Y22,-0.825,-0.5,1.0,7.895,20.64339660468779,1.5254662676877524,iP04_iV03_iQ02_iX18__P-825m_Q-500m_V+1000m_xi+7895md.csv
Y22,-0.825,-0.5,1.0,8.947,20.796246263323106,1.536761260035854,iP04_iV03_iQ02_iX19__P-825m_Q-500m_V+1000m_xi+8947md.csv
Y22,-0.825,-0.5,1.0,10.0,20.965041672410525,1.5492345803552912,iP04_iV03_iQ02_iX20__P-825m_Q-500m_V+1000m_xi+10000md.csv
Y22,-0.825,0.0,1.0,-10.0,20.58935678468283,1.5214729363996422,iP04_iV03_iQ03_iX01__P-825m_Q+0m_V+1000m_xi-10000md.csv
Y22,-0.825,0.0,1.0,-8.947,20.463496806305056,1.5121723765223585,iP04_iV03_iQ03_iX02__P-825m_Q+0m_V+1000m_xi-8947md.csv
Y22,-0.825,0.0,1.0,-6.842,20.25600161331417,1.4968392931722871,iP04_iV03_iQ03_iX04__P-825m_Q+0m_V+1000m_xi-6842md.csv
Y22,-0.825,0.0,1.0,-7.895,20.35248165831984,1.5039687911921558,iP04_iV03_iQ03_iX03__P-825m_Q+0m_V+1000m_xi-7895md.csv
Y22,-0.825,0.0,1.0,-4.737,20.10561893438785,1.4857266012971309,iP04_iV03_iQ03_iX06__P-825m_Q+0m_V+1000m_xi-4737md.csv
Y22,-0.825,0.0,1.0,-3.684,20.051303574392627,1.4817129086853889,iP04_iV03_iQ03_iX07__P-825m_Q+0m_V+1000m_xi-3684md.csv
Y22,-0.825,0.0,1.0,-5.789,20.17378945714784,1.4907641364200508,iP04_iV03_iQ03_iX05__P-825m_Q+0m_V+1000m_xi-5789md.csv
Y22,-0.825,0.0,1.0,-0.526,19.97019685408719,1.4757194395637014,iP04_iV03_iQ03_iX10__P-825m_Q+0m_V+1000m_xi-526md.csv
Y22,-0.825,0.0,1.0,-1.579,19.98368415568122,1.4767160980311638,iP04_iV03_iQ03_iX09__P-825m_Q+0m_V+1000m_xi-1579md.csv
Y22,-0.825,0.0,1.0,-2.632,20.01069540783583,1.4787121240798222,iP04_iV03_iQ03_iX08__P-825m_Q+0m_V+1000m_xi-2632md.csv
Y22,-0.825,0.0,1.0,1.579,19.98368415568122,1.4767160980311638,iP04_iV03_iQ03_iX12__P-825m_Q+0m_V+1000m_xi+1579md.csv
Y22,-0.825,0.0,1.0,2.632,20.01069540783583,1.4787121240798222,iP04_iV03_iQ03_iX13__P-825m_Q+0m_V+1000m_xi+2632md.csv
Y22,-0.825,0.0,1.0,0.526,19.97019685408719,1.4757194395637014,iP04_iV03_iQ03_iX11__P-825m_Q+0m_V+1000m_xi+526md.csv
Y22,-0.825,0.0,1.0,3.684,20.051303574392627,1.4817129086853889,iP04_iV03_iQ03_iX14__P-825m_Q+0m_V+1000m_xi+3684md.csv
Y22,-0.825,0.0,1.0,4.737,20.10561893438785,1.4857266012971309,iP04_iV03_iQ03_iX15__P-825m_Q+0m_V+1000m_xi+4737md.csv
Y22,-0.825,0.0,1.0,5.789,20.17378945714784,1.4907641364200508,iP04_iV03_iQ03_iX16__P-825m_Q+0m_V+1000m_xi+5789md.csv
Y22,-0.825,0.0,1.0,6.842,20.25600161331417,1.4968392931722871,iP04_iV03_iQ03_iX17__P-825m_Q+0m_V+1000m_xi+6842md.csv
Y22,-0.825,0.0,1.0,7.895,20.35248165831984,1.5039687911921558,iP04_iV03_iQ03_iX18__P-825m_Q+0m_V+1000m_xi+7895md.csv
Y22,-0.825,0.0,1.0,10.0,20.58935678468283,1.5214729363996422,iP04_iV03_iQ03_iX20__P-825m_Q+0m_V+1000m_xi+10000md.csv
Y22,-0.825,0.0,1.0,8.947,20.463496806305056,1.5121723765223585,iP04_iV03_iQ03_iX19__P-825m_Q+0m_V+1000m_xi+8947md.csv
Y22,-0.825,0.5,1.0,-10.0,20.965041672410525,1.5492345803552912,iP04_iV03_iQ04_iX01__P-825m_Q+500m_V+1000m_xi-10000md.csv
Y22,-0.825,0.5,1.0,-8.947,20.796246263323106,1.536761260035854,iP04_iV03_iQ04_iX02__P-825m_Q+500m_V+1000m_xi-8947md.csv
Y22,-0.825,0.5,1.0,-6.842,20.50605324272867,1.5153171305394486,iP04_iV03_iQ04_iX04__P-825m_Q+500m_V+1000m_xi-6842md.csv
Y22,-0.825,0.5,1.0,-7.895,20.64339660468779,1.5254662676877524,iP04_iV03_iQ04_iX03__P-825m_Q+500m_V+1000m_xi-7895md.csv
Y22,-0.825,0.5,1.0,-3.684,20.18337962105162,1.4914728120080636,iP04_iV03_iQ04_iX07__P-825m_Q+500m_V+1000m_xi-3684md.csv
Y22,-0.825,0.5,1.0,-5.789,20.383825050650916,1.506284945201311,iP04_iV03_iQ04_iX05__P-825m_Q+500m_V+1000m_xi-5789md.csv
Y22,-0.825,0.5,1.0,-2.632,20.104603673189967,1.485651577389191,iP04_iV03_iQ04_iX08__P-825m_Q+500m_V+1000m_xi-2632md.csv
Y22,-0.825,0.5,1.0,-4.737,20.2763673658996,1.4983442426892315,iP04_iV03_iQ04_iX06__P-825m_Q+500m_V+1000m_xi-4737md.csv
Y22,-0.825,0.5,1.0,-0.526,19.988857725988,1.4770984047644498,iP04_iV03_iQ04_iX10__P-825m_Q+500m_V+1000m_xi-526md.csv
Y22,-0.825,0.5,1.0,-1.579,20.03982233288722,1.4808644899187966,iP04_iV03_iQ04_iX09__P-825m_Q+500m_V+1000m_xi-1579md.csv
Y22,-0.825,0.5,1.0,0.526,19.951570722391548,1.4743430412031366,iP04_iV03_iQ04_iX11__P-825m_Q+500m_V+1000m_xi+526md.csv
Y22,-0.825,0.5,1.0,3.684,19.920944907440887,1.472079913280257,iP04_iV03_iQ04_iX14__P-825m_Q+500m_V+1000m_xi+3684md.csv
Y22,-0.825,0.5,1.0,5.789,19.96803810155597,1.475559915830963,iP04_iV03_iQ04_iX16__P-825m_Q+500m_V+1000m_xi+5789md.csv
Y22,-0.825,0.5,1.0,2.632,19.917660336424213,1.471837196314678,iP04_iV03_iQ04_iX13__P-825m_Q+500m_V+1000m_xi+2632md.csv
Y22,-0.825,0.5,1.0,4.737,19.93772227633055,1.473319694941135,iP04_iV03_iQ04_iX15__P-825m_Q+500m_V+1000m_xi+4737md.csv
Y22,-0.825,0.5,1.0,1.579,19.927859692244017,1.4725908886894097,iP04_iV03_iQ04_iX12__P-825m_Q+500m_V+1000m_xi+1579md.csv
Y22,-0.825,0.5,1.0,6.842,20.011974795898265,1.4788066658486492,iP04_iV03_iQ04_iX17__P-825m_Q+500m_V+1000m_xi+6842md.csv
Y22,-0.825,1.0,1.0,-8.947,21.139995955928047,1.562163017590832,iP04_iV03_iQ05_iX02__P-825m_Q+1000m_V+1000m_xi-8947md.csv
