Element,P,Q,V,xi,R,L,Filename
Y11,-0.825,1.0,1.1,2.632,-4464.2155832617655,-331.6979705534331,iP04_iV05_iQ05_iX13__P-825m_Q+1000m_V+1100m_xi+2632md.csv
Y11,-0.825,1.0,1.1,3.684,-3710.973167941348,-275.7309185711053,iP04_iV05_iQ05_iX14__P-825m_Q+1000m_V+1100m_xi+3684md.csv
Y11,-0.825,1.0,1.1,5.789,-3516.332383516411,-261.2688166133525,iP04_iV05_iQ05_iX16__P-825m_Q+1000m_V+1100m_xi+5789md.csv
Y11,-0.825,1.0,1.1,8.947,-8560.198271204075,-636.0356811340587,iP04_iV05_iQ05_iX19__P-825m_Q+1000m_V+1100m_xi+8947md.csv
Y11,-0.825,1.0,1.1,4.737,-3452.94244075189,-256.5588449865008,iP04_iV05_iQ05_iX15__P-825m_Q+1000m_V+1100m_xi+4737md.csv
Y11,-0.825,1.0,1.1,7.895,-5052.168817679129,-375.38377677366526,iP04_iV05_iQ05_iX18__P-825m_Q+1000m_V+1100m_xi+7895md.csv
Y11,-0.825,1.0,1.1,6.842,-3939.8659793901625,-292.73799997975954,iP04_iV05_iQ05_iX17__P-825m_Q+1000m_V+1100m_xi+6842md.csv
Y11,-0.825,1.0,1.1,10.0,-94515.8093725355,-7022.665729000675,iP04_iV05_iQ05_iX20__P-825m_Q+1000m_V+1100m_xi+10000md.csv
Y11,-1.0,-1.0,0.9,-7.895,-1646.0552077821894,-120.8106919867786,iP05_iV01_iQ01_iX03__P-1000m_Q-1000m_V+900m_xi-7895md.csv
Y11,-1.0,-1.0,0.9,-8.947,-2269.306663187066,-166.55364824085586,iP05_iV01_iQ01_iX02__P-1000m_Q-1000m_V+900m_xi-8947md.csv
Y11,-1.0,-1.0,0.9,-10.0,-4633.856964853978,-340.09762278304976,iP05_iV01_iQ01_iX01__P-1000m_Q-1000m_V+900m_xi-10000md.csv
Y11,-1.0,-1.0,0.9,-6.842,-1396.3985208934969,-102.48737064586848,iP05_iV01_iQ01_iX04__P-1000m_Q-1000m_V+900m_xi-6842md.csv
Y11,-1.0,-1.0,0.9,-5.789,-1304.868380188432,-95.7696014643547,iP05_iV01_iQ01_iX05__P-1000m_Q-1000m_V+900m_xi-5789md.csv
Y11,-1.0,-1.0,0.9,-4.737,-1319.0104651069128,-96.8075461703434,iP05_iV01_iQ01_iX06__P-1000m_Q-1000m_V+900m_xi-4737md.csv
Y11,-1.0,-1.0,0.9,-3.684,-1446.1551857456686,-106.1392145298636,iP05_iV01_iQ01_iX07__P-1000m_Q-1000m_V+900m_xi-3684md.csv
Y11,-1.0,-1.0,0.9,-1.579,-2608.9167464299817,-191.4790158375569,iP05_iV01_iQ01_iX09__P-1000m_Q-1000m_V+900m_xi-1579md.csv
Y11,-1.0,-1.0,0.9,-2.632,-1765.2731754799668,-129.56058430351555,iP05_iV01_iQ01_iX08__P-1000m_Q-1000m_V+900m_xi-2632md.csv
Y11,-1.0,-1.0,0.9,0.526,6388.181523620483,468.8546775519053,iP05_iV01_iQ01_iX11__P-1000m_Q-1000m_V+900m_xi+526md.csv
Y11,-1.0,-1.0,0.9,-0.526,-7033.128908284193,-516.1899671517483,iP05_iV01_iQ01_iX10__P-1000m_Q-1000m_V+900m_xi-526md.csv
Y11,-1.0,-1.0,0.9,2.632,1080.9438014179586,79.33486483734937,iP05_iV01_iQ01_iX13__P-1000m_Q-1000m_V+900m_xi+2632md.csv
Y11,-1.0,-1.0,0.9,1.579,1951.3463495274043,143.21725061128922,iP05_iV01_iQ01_iX12__P-1000m_Q-1000m_V+900m_xi+1579md.csv
Y11,-1.0,-1.0,0.9,3.684,717.393880690291,52.65245685213422,iP05_iV01_iQ01_iX14__P-1000m_Q-1000m_V+900m_xi+3684md.csv
Y11,-1.0,-1.0,0.9,4.737,521.2989576172448,38.26025200841074,iP05_iV01_iQ01_iX15__P-1000m_Q-1000m_V+900m_xi+4737md.csv
Y11,-1.0,-1.0,0.9,5.789,400.4066370922819,29.387472611292672,iP05_iV01_iQ01_iX16__P-1000m_Q-1000m_V+900m_xi+5789md.csv
Y11,-1.0,-1.0,0.9,6.842,319.41933676379625,23.443485046059187,iP05_iV01_iQ01_iX17__P-1000m_Q-1000m_V+900m_xi+6842md.csv
Y11,-1.0,-1.0,0.9,7.895,261.97972673434253,19.227758366089997,iP05_iV01_iQ01_iX18__P-1000m_Q-1000m_V+900m_xi+7895md.csv
Y11,-1.0,-1.0,0.9,8.947,219.5023397794027,16.110170061954385,iP05_iV01_iQ01_iX19__P-1000m_Q-1000m_V+900m_xi+8947md.csv
Y11,-1.0,-1.0,0.9,10.0,187.06637072262495,13.729562248454508,iP05_iV01_iQ01_iX20__P-1000m_Q-1000m_V+900m_xi+10000md.csv
Y11,-1.0,-0.5,0.9,-10.0,851.3740756764654,62.48580829566923,iP05_iV01_iQ02_iX01__P-1000m_Q-500m_V+900m_xi-10000md.csv
Y11,-1.0,-0.5,0.9,-6.842,4072.087967844336,298.867104914097,iP05_iV01_iQ02_iX04__P-1000m_Q-500m_V+900m_xi-6842md.csv
Y11,-1.0,-0.5,0.9,-7.895,2005.465187180996,147.18925263526867,iP05_iV01_iQ02_iX03__P-1000m_Q-500m_V+900m_xi-7895md.csv
Y11,-1.0,-0.5,0.9,-8.947,1236.945971137358,90.78449889180116,iP05_iV01_iQ02_iX02__P-1000m_Q-500m_V+900m_xi-8947md.csv
Y11,-1.0,-0.5,0.9,-4.737,-11231.296013019317,-824.3104782009619,iP05_iV01_iQ02_iX06__P-1000m_Q-500m_V+900m_xi-4737md.csv
Y11,-1.0,-0.5,0.9,-3.684,-5877.7540266427295,-431.3922730703217,iP05_iV01_iQ02_iX07__P-1000m_Q-500m_V+900m_xi-3684md.csv
Y11,-1.0,-0.5,0.9,-0.526,-14814.062113823582,-1087.2642819844411,iP05_iV01_iQ02_iX10__P-1000m_Q-500m_V+900m_xi-526md.csv
Y11,-1.0,-0.5,0.9,-5.789,20163.483270089717,1479.8800665409292,iP05_iV01_iQ02_iX05__P-1000m_Q-500m_V+900m_xi-5789md.csv
Y11,-1.0,-0.5,0.9,-2.632,-5165.715897768409,-379.13292808307887,iP05_iV01_iQ02_iX08__P-1000m_Q-500m_V+900m_xi-2632md.csv
Y11,-1.0,-0.5,0.9,-1.579,-6275.133700916709,-460.5575624835264,iP05_iV01_iQ02_iX09__P-1000m_Q-500m_V+900m_xi-1579md.csv
Y11,-1.0,-0.5,0.9,0.526,12216.231121024632,896.5989722048989,iP05_iV01_iQ02_iX11__P-1000m_Q-500m_V+900m_xi+526md.csv
Y11,-1.0,-0.5,0.9,2.632,1810.8831290032165,132.90808520903002,iP05_iV01_iQ02_iX13__P-1000m_Q-500m_V+900m_xi+2632md.csv
Y11,-1.0,-0.5,0.9,4.737,800.5267225881798,58.753914610588616,iP05_iV01_iQ02_iX15__P-1000m_Q-500m_V+900m_xi+4737md.csv
Y11,-1.0,-0.5,0.9,1.579,3465.907096309256,254.37703108064736,iP05_iV01_iQ02_iX12__P-1000m_Q-500m_V+900m_xi+1579md.csv
Y11,-1.0,-0.5,0.9,3.684,1146.028450609844,84.11169227928362,iP05_iV01_iQ02_iX14__P-1000m_Q-500m_V+900m_xi+3684md.csv
Y11,-1.0,-0.5,0.9,5.789,594.705201541827,43.64783528250261,iP05_iV01_iQ02_iX16__P-1000m_Q-500m_V+900m_xi+5789md.csv
Y11,-1.0,-0.5,0.9,6.842,461.04653498777407,33.83808164699189,iP05_iV01_iQ02_iX17__P-1000m_Q-500m_V+900m_xi+6842md.csv
Y11,-1.0,-0.5,0.9,8.947,302.4205015413941,22.19587148514625,iP05_iV01_iQ02_iX19__P-1000m_Q-500m_V+900m_xi+8947md.csv
Y11,-1.0,-0.5,0.9,10.0,252.8239646538048,18.555779732252077,iP05_iV01_iQ02_iX20__P-1000m_Q-500m_V+900m_xi+10000md.csv
Y11,-1.0,0.0,0.9,-6.842,828.3107161025564,60.79309438274781,iP05_iV01_iQ03_iX04__P-1000m_Q+0m_V+900m_xi-6842md.csv
Y11,-1.0,-0.5,0.9,7.895,368.8758999963595,27.07330347890864,iP05_iV01_iQ02_iX18__P-1000m_Q-500m_V+900m_xi+7895md.csv
Y11,-1.0,0.0,0.9,-8.947,486.0152429876911,35.67063658804299,iP05_iV01_iQ03_iX02__P-1000m_Q+0m_V+900m_xi-8947md.csv
Y11,-1.0,0.0,0.9,-10.0,389.8716770880055,28.614269119291286,iP05_iV01_iQ03_iX01__P-1000m_Q+0m_V+900m_xi-10000md.csv
Y11,-1.0,0.0,0.9,-4.737,1723.928767048242,126.5261491618114,iP05_iV01_iQ03_iX06__P-1000m_Q+0m_V+900m_xi-4737md.csv
Y11,-1.0,0.0,0.9,-5.789,1155.3349246728628,84.79473310976411,iP05_iV01_iQ03_iX05__P-1000m_Q+0m_V+900m_xi-5789md.csv
Y11,-1.0,0.0,0.9,-7.895,623.135281539625,45.7344345401409,iP05_iV01_iQ03_iX03__P-1000m_Q+0m_V+900m_xi-7895md.csv
Y11,-1.0,0.0,0.9,-3.684,2847.196200295972,208.9673228495122,iP05_iV01_iQ03_iX07__P-1000m_Q+0m_V+900m_xi-3684md.csv
Y11,-1.0,0.0,0.9,-2.632,5576.7307995089695,409.2989530326412,iP05_iV01_iQ03_iX08__P-1000m_Q+0m_V+900m_xi-2632md.csv
Y11,-1.0,0.0,0.9,-0.526,139321.94762397968,10225.395147678117,iP05_iV01_iQ03_iX10__P-1000m_Q+0m_V+900m_xi-526md.csv
Y11,-1.0,0.0,0.9,-1.579,15484.011595118664,1136.4348385989426,iP05_iV01_iQ03_iX09__P-1000m_Q+0m_V+900m_xi-1579md.csv
Y11,-1.0,0.0,0.9,0.526,139321.94762397968,10225.395147678117,iP05_iV01_iQ03_iX11__P-1000m_Q+0m_V+900m_xi+526md.csv
Y11,-1.0,0.0,0.9,1.579,15484.011595118664,1136.4348385989426,iP05_iV01_iQ03_iX12__P-1000m_Q+0m_V+900m_xi+1579md.csv
Y11,-1.0,0.0,0.9,4.737,1723.928767048242,126.5261491618114,iP05_iV01_iQ03_iX15__P-1000m_Q+0m_V+900m_xi+4737md.csv
Y11,-1.0,0.0,0.9,3.684,2847.196200295972,208.9673228495122,iP05_iV01_iQ03_iX14__P-1000m_Q+0m_V+900m_xi+3684md.csv
Y11,-1.0,0.0,0.9,2.632,5576.7307995089695,409.2989530326412,iP05_iV01_iQ03_iX13__P-1000m_Q+0m_V+900m_xi+2632md.csv
Y11,-1.0,0.0,0.9,7.895,623.135281539625,45.7344345401409,iP05_iV01_iQ03_iX18__P-1000m_Q+0m_V+900m_xi+7895md.csv
Y11,-1.0,0.0,0.9,8.947,486.0152429876911,35.67063658804299,iP05_iV01_iQ03_iX19__P-1000m_Q+0m_V+900m_xi+8947md.csv
Y11,-1.0,0.0,0.9,5.789,1155.3349246728628,84.79473310976411,iP05_iV01_iQ03_iX16__P-1000m_Q+0m_V+900m_xi+5789md.csv
Y11,-1.0,0.0,0.9,6.842,828.3107161025564,60.79309438274781,iP05_iV01_iQ03_iX17__P-1000m_Q+0m_V+900m_xi+6842md.csv
Y11,-1.0,0.5,0.9,-10.0,252.8239646538048,18.555779732252077,iP05_iV01_iQ04_iX01__P-1000m_Q+500m_V+900m_xi-10000md.csv
Y11,-1.0,0.0,0.9,10.0,389.8716770880055,28.614269119291286,iP05_iV01_iQ03_iX20__P-1000m_Q+0m_V+900m_xi+10000md.csv
Y11,-1.0,0.5,0.9,-8.947,302.4205015413941,22.19587148514625,iP05_iV01_iQ04_iX02__P-1000m_Q+500m_V+900m_xi-8947md.csv
Y11,-1.0,0.5,0.9,-7.895,368.8758999963595,27.07330347890864,iP05_iV01_iQ04_iX03__P-1000m_Q+500m_V+900m_xi-7895md.csv
Y11,-1.0,0.5,0.9,-4.737,800.5267225881798,58.753914610588616,iP05_iV01_iQ04_iX06__P-1000m_Q+500m_V+900m_xi-4737md.csv
Y11,-1.0,0.5,0.9,-2.632,1810.8831290032165,132.90808520903002,iP05_iV01_iQ04_iX08__P-1000m_Q+500m_V+900m_xi-2632md.csv
Y11,-1.0,0.5,0.9,-3.684,1146.028450609844,84.11169227928362,iP05_iV01_iQ04_iX07__P-1000m_Q+500m_V+900m_xi-3684md.csv
Y11,-1.0,0.5,0.9,-6.842,461.04653498777407,33.83808164699189,iP05_iV01_iQ04_iX04__P-1000m_Q+500m_V+900m_xi-6842md.csv
Y11,-1.0,0.5,0.9,-5.789,594.705201541827,43.64783528250261,iP05_iV01_iQ04_iX05__P-1000m_Q+500m_V+900m_xi-5789md.csv
Y11,-1.0,0.5,0.9,-0.526,12216.231121024632,896.5989722048989,iP05_iV01_iQ04_iX10__P-1000m_Q+500m_V+900m_xi-526md.csv
Y11,-1.0,0.5,0.9,-1.579,3465.907096309256,254.37703108064736,iP05_iV01_iQ04_iX09__P-1000m_Q+500m_V+900m_xi-1579md.csv
Y11,-1.0,0.5,0.9,1.579,-6275.133700916709,-460.5575624835264,iP05_iV01_iQ04_iX12__P-1000m_Q+500m_V+900m_xi+1579md.csv
Y11,-1.0,0.5,0.9,0.526,-14814.062113823582,-1087.2642819844411,iP05_iV01_iQ04_iX11__P-1000m_Q+500m_V+900m_xi+526md.csv
Y11,-1.0,0.5,0.9,6.842,4072.087967844336,298.867104914097,iP05_iV01_iQ04_iX17__P-1000m_Q+500m_V+900m_xi+6842md.csv
Y11,-1.0,0.5,0.9,2.632,-5165.715897768409,-379.13292808307887,iP05_iV01_iQ04_iX13__P-1000m_Q+500m_V+900m_xi+2632md.csv
Y11,-1.0,0.5,0.9,5.789,20163.483270089717,1479.8800665409292,iP05_iV01_iQ04_iX16__P-1000m_Q+500m_V+900m_xi+5789md.csv
Y11,-1.0,0.5,0.9,4.737,-11231.296013019317,-824.3104782009619,iP05_iV01_iQ04_iX15__P-1000m_Q+500m_V+900m_xi+4737md.csv
Y11,-1.0,0.5,0.9,3.684,-5877.7540266427295,-431.3922730703217,iP05_iV01_iQ04_iX14__P-1000m_Q+500m_V+900m_xi+3684md.csv
Y11,-1.0,0.5,0.9,7.895,2005.465187180996,147.18925263526867,iP05_iV01_iQ04_iX18__P-1000m_Q+500m_V+900m_xi+7895md.csv
Y11,-1.0,0.5,0.9,8.947,1236.945971137358,90.78449889180116,iP05_iV01_iQ04_iX19__P-1000m_Q+500m_V+900m_xi+8947md.csv
Y11,-1.0,0.5,0.9,10.0,851.3740756764654,62.48580829566923,iP05_iV01_iQ04_iX20__P-1000m_Q+500m_V+900m_xi+10000md.csv
Y11,-1.0,1.0,0.9,-10.0,187.06637072262495,13.729562248454508,iP05_iV01_iQ05_iX01__P-1000m_Q+1000m_V+900m_xi-10000md.csv
Y11,-1.0,1.0,0.9,-8.947,219.5023397794027,16.110170061954385,iP05_iV01_iQ05_iX02__P-1000m_Q+1000m_V+900m_xi-8947md.csv
Y11,-1.0,1.0,0.9,-7.895,261.97972673434253,19.227758366089997,iP05_iV01_iQ05_iX03__P-1000m_Q+1000m_V+900m_xi-7895md.csv
Y11,-1.0,1.0,0.9,-6.842,319.41933676379625,23.443485046059187,iP05_iV01_iQ05_iX04__P-1000m_Q+1000m_V+900m_xi-6842md.csv
Y11,-1.0,1.0,0.9,-4.737,521.2989576172448,38.26025200841074,iP05_iV01_iQ05_iX06__P-1000m_Q+1000m_V+900m_xi-4737md.csv
Y11,-1.0,1.0,0.9,-0.526,6388.181523620483,468.8546775519053,iP05_iV01_iQ05_iX10__P-1000m_Q+1000m_V+900m_xi-526md.csv
Y11,-1.0,1.0,0.9,-5.789,400.4066370922819,29.387472611292672,iP05_iV01_iQ05_iX05__P-1000m_Q+1000m_V+900m_xi-5789md.csv
Y11,-1.0,1.0,0.9,-3.684,717.393880690291,52.65245685213422,iP05_iV01_iQ05_iX07__P-1000m_Q+1000m_V+900m_xi-3684md.csv
Y11,-1.0,1.0,0.9,-2.632,1080.9438014179586,79.33486483734937,iP05_iV01_iQ05_iX08__P-1000m_Q+1000m_V+900m_xi-2632md.csv
Y11,-1.0,1.0,0.9,-1.579,1951.3463495274043,143.21725061128922,iP05_iV01_iQ05_iX09__P-1000m_Q+1000m_V+900m_xi-1579md.csv
Y11,-1.0,1.0,0.9,0.526,-7033.128908284193,-516.1899671517483,iP05_iV01_iQ05_iX11__P-1000m_Q+1000m_V+900m_xi+526md.csv
Y11,-1.0,1.0,0.9,1.579,-2608.9167464299817,-191.4790158375569,iP05_iV01_iQ05_iX12__P-1000m_Q+1000m_V+900m_xi+1579md.csv
Y11,-1.0,1.0,0.9,3.684,-1446.1551857456686,-106.1392145298636,iP05_iV01_iQ05_iX14__P-1000m_Q+1000m_V+900m_xi+3684md.csv
Y11,-1.0,1.0,0.9,6.842,-1396.3985208934969,-102.48737064586848,iP05_iV01_iQ05_iX17__P-1000m_Q+1000m_V+900m_xi+6842md.csv
Y11,-1.0,1.0,0.9,2.632,-1765.2731754799668,-129.56058430351555,iP05_iV01_iQ05_iX13__P-1000m_Q+1000m_V+900m_xi+2632md.csv
Y11,-1.0,1.0,0.9,5.789,-1304.868380188432,-95.7696014643547,iP05_iV01_iQ05_iX16__P-1000m_Q+1000m_V+900m_xi+5789md.csv
Y11,-1.0,1.0,0.9,7.895,-1646.0552077821894,-120.8106919867786,iP05_iV01_iQ05_iX18__P-1000m_Q+1000m_V+900m_xi+7895md.csv
Y11,-1.0,1.0,0.9,4.737,-1319.0104651069128,-96.8075461703434,iP05_iV01_iQ05_iX15__P-1000m_Q+1000m_V+900m_xi+4737md.csv
Y11,-1.0,1.0,0.9,8.947,-2269.306663187066,-166.55364824085586,iP05_iV01_iQ05_iX19__P-1000m_Q+1000m_V+900m_xi+8947md.csv
Y11,-1.0,1.0,0.9,10.0,-4633.856964853978,-340.09762278304976,iP05_iV01_iQ05_iX20__P-1000m_Q+1000m_V+900m_xi+10000md.csv
Y11,-1.0,-1.0,0.95,-10.0,87798.16422990264,6467.145574138914,iP05_iV02_iQ01_iX01__P-1000m_Q-1000m_V+950m_xi-10000md.csv
Y11,-1.0,-1.0,0.95,-4.737,-1836.237437987074,-135.2557760044521,iP05_iV02_iQ01_iX06__P-1000m_Q-1000m_V+950m_xi-4737md.csv
Y11,-1.0,-1.0,0.95,-8.947,-5069.830907764188,-373.439673763892,iP05_iV02_iQ01_iX02__P-1000m_Q-1000m_V+950m_xi-8947md.csv
Y11,-1.0,-1.0,0.95,-6.842,-2133.602575368422,-157.1594512871905,iP05_iV02_iQ01_iX04__P-1000m_Q-1000m_V+950m_xi-6842md.csv
Y11,-1.0,-1.0,0.95,-7.895,-2798.423170471294,-206.1296058880956,iP05_iV02_iQ01_iX03__P-1000m_Q-1000m_V+950m_xi-7895md.csv
Y11,-1.0,-1.0,0.95,-5.789,-1882.7616031664936,-138.68270976779954,iP05_iV02_iQ01_iX05__P-1000m_Q-1000m_V+950m_xi-5789md.csv
Y11,-1.0,-1.0,0.95,-1.579,-3434.1733770735414,-252.95845507752168,iP05_iV02_iQ01_iX09__P-1000m_Q-1000m_V+950m_xi-1579md.csv
Y11,-1.0,-1.0,0.95,-3.684,-1964.4673110528356,-144.7010870328155,iP05_iV02_iQ01_iX07__P-1000m_Q-1000m_V+950m_xi-3684md.csv
Y11,-1.0,-1.0,0.95,0.526,8247.538461719383,607.5070893484561,iP05_iV02_iQ01_iX11__P-1000m_Q-1000m_V+950m_xi+526md.csv
Y11,-1.0,-1.0,0.95,1.579,2501.358023529737,184.2480258720924,iP05_iV02_iQ01_iX12__P-1000m_Q-1000m_V+950m_xi+1579md.csv
Y11,-1.0,-1.0,0.95,-0.526,-9159.21635397835,-674.6606195000641,iP05_iV02_iQ01_iX10__P-1000m_Q-1000m_V+950m_xi-526md.csv
Y11,-1.0,-1.0,0.95,2.632,1377.3206372294926,101.45233462481572,iP05_iV02_iQ01_iX13__P-1000m_Q-1000m_V+950m_xi+2632md.csv
Y11,-1.0,-1.0,0.95,-2.632,-2355.497100491014,-173.50402793187004,iP05_iV02_iQ01_iX08__P-1000m_Q-1000m_V+950m_xi-2632md.csv
Y11,-1.0,-1.0,0.95,3.684,909.4201199599704,66.98715700530207,iP05_iV02_iQ01_iX14__P-1000m_Q-1000m_V+950m_xi+3684md.csv
Y11,-1.0,-1.0,0.95,4.737,657.919968331628,48.46185734090574,iP05_iV02_iQ01_iX15__P-1000m_Q-1000m_V+950m_xi+4737md.csv
Y11,-1.0,-1.0,0.95,5.789,503.3980569784001,37.07989734516499,iP05_iV02_iQ01_iX16__P-1000m_Q-1000m_V+950m_xi+5789md.csv
Y11,-1.0,-1.0,0.95,7.895,327.2584739341831,24.105596788208626,iP05_iV02_iQ01_iX18__P-1000m_Q-1000m_V+950m_xi+7895md.csv
Y11,-1.0,-1.0,0.95,6.842,400.2168179213984,29.479649967763475,iP05_iV02_iQ01_iX17__P-1000m_Q-1000m_V+950m_xi+6842md.csv
Y11,-1.0,-1.0,0.95,10.0,232.482595173945,17.124481595622665,iP05_iV02_iQ01_iX20__P-1000m_Q-1000m_V+950m_xi+10000md.csv
Y11,-1.0,-1.0,0.95,8.947,273.4574310581796,20.14265514409399,iP05_iV02_iQ01_iX19__P-1000m_Q-1000m_V+950m_xi+8947md.csv
Y11,-1.0,-0.5,0.95,-10.0,922.6013838525366,67.95807832191892,iP05_iV02_iQ02_iX01__P-1000m_Q-500m_V+950m_xi-10000md.csv
Y11,-1.0,-0.5,0.95,-8.947,1304.9970226472462,96.12503390661736,iP05_iV02_iQ02_iX02__P-1000m_Q-500m_V+950m_xi-8947md.csv
Y11,-1.0,-0.5,0.95,-7.895,2016.478475733775,148.5321888593421,iP05_iV02_iQ02_iX03__P-1000m_Q-500m_V+950m_xi-7895md.csv
Y11,-1.0,-0.5,0.95,-6.842,3661.079071468168,269.67214404178435,iP05_iV02_iQ02_iX04__P-1000m_Q-500m_V+950m_xi-6842md.csv
Y11,-1.0,-0.5,0.95,-5.789,10175.653855840694,749.5305553723016,iP05_iV02_iQ02_iX05__P-1000m_Q-500m_V+950m_xi-5789md.csv
Y11,-1.0,-0.5,0.95,-4.737,-35138.99915777953,-2588.310516899772,iP05_iV02_iQ02_iX06__P-1000m_Q-500m_V+950m_xi-4737md.csv
Y11,-1.0,-0.5,0.95,-3.684,-9356.088084735464,-689.1620030914329,iP05_iV02_iQ02_iX07__P-1000m_Q-500m_V+950m_xi-3684md.csv
Y11,-1.0,-0.5,0.95,-1.579,-8442.56276460481,-621.8724003285233,iP05_iV02_iQ02_iX09__P-1000m_Q-500m_V+950m_xi-1579md.csv
Y11,-1.0,-0.5,0.95,1.579,4404.523151411442,324.43364907454736,iP05_iV02_iQ02_iX12__P-1000m_Q-500m_V+950m_xi+1579md.csv
Y11,-1.0,-0.5,0.95,-0.526,-19390.051641741284,-1428.2556170757614,iP05_iV02_iQ02_iX10__P-1000m_Q-500m_V+950m_xi-526md.csv
Y11,-1.0,-0.5,0.95,3.684,1433.8143811464538,105.6136182981464,iP05_iV02_iQ02_iX14__P-1000m_Q-500m_V+950m_xi+3684md.csv
Y11,-1.0,-0.5,0.95,-2.632,-7305.008738860064,-538.0810613101548,iP05_iV02_iQ02_iX08__P-1000m_Q-500m_V+950m_xi-2632md.csv
Y11,-1.0,-0.5,0.95,2.632,2281.0180797532694,168.01796603290404,iP05_iV02_iQ02_iX13__P-1000m_Q-500m_V+950m_xi+2632md.csv
Y11,-1.0,-0.5,0.95,0.526,15713.064095131893,1157.4116970118157,iP05_iV02_iQ02_iX11__P-1000m_Q-500m_V+950m_xi+526md.csv
Y11,-1.0,-0.5,0.95,5.789,736.8703116548788,54.27727663393409,iP05_iV02_iQ02_iX16__P-1000m_Q-500m_V+950m_xi+5789md.csv
Y11,-1.0,-0.5,0.95,4.737,996.2060902303796,73.37974173822968,iP05_iV02_iQ02_iX15__P-1000m_Q-500m_V+950m_xi+4737md.csv
Y11,-1.0,-0.5,0.95,6.842,569.2130481551941,41.92777696355291,iP05_iV02_iQ02_iX17__P-1000m_Q-500m_V+950m_xi+6842md.csv
Y11,-1.0,-0.5,0.95,8.947,371.2854184247204,27.34858638485957,iP05_iV02_iQ02_iX19__P-1000m_Q-500m_V+950m_xi+8947md.csv
Y11,-1.0,-0.5,0.95,10.0,309.7034219648251,22.812505738686784,iP05_iV02_iQ02_iX20__P-1000m_Q-500m_V+950m_xi+10000md.csv
Y11,-1.0,0.0,0.95,-8.947,578.0962760773947,42.582108074903765,iP05_iV02_iQ03_iX02__P-1000m_Q+0m_V+950m_xi-8947md.csv
Y11,-1.0,-0.5,0.95,7.895,454.04386701014937,33.44450726969611,iP05_iV02_iQ02_iX18__P-1000m_Q-500m_V+950m_xi+7895md.csv
Y11,-1.0,0.0,0.95,-7.895,741.195231746747,54.59584668439757,iP05_iV02_iQ03_iX03__P-1000m_Q+0m_V+950m_xi-7895md.csv
Y11,-1.0,0.0,0.95,-10.0,463.73724012638354,34.1585133621903,iP05_iV02_iQ03_iX01__P-1000m_Q+0m_V+950m_xi-10000md.csv
Y11,-1.0,0.0,0.95,-6.842,985.2433764392364,72.57223658682055,iP05_iV02_iQ03_iX04__P-1000m_Q+0m_V+950m_xi-6842md.csv
Y11,-1.0,0.0,0.95,-3.684,3386.629585886387,249.45642857894404,iP05_iV02_iQ03_iX07__P-1000m_Q+0m_V+950m_xi-3684md.csv
Y11,-1.0,0.0,0.95,-2.632,6633.306772633411,488.60404449720914,iP05_iV02_iQ03_iX08__P-1000m_Q+0m_V+950m_xi-2632md.csv
Y11,-1.0,0.0,0.95,-5.789,1374.2258599277036,101.22437535801264,iP05_iV02_iQ03_iX05__P-1000m_Q+0m_V+950m_xi-5789md.csv
Y11,-1.0,0.0,0.95,-4.737,2050.546892070736,151.04164332135255,iP05_iV02_iQ03_iX06__P-1000m_Q+0m_V+950m_xi-4737md.csv
Y11,-1.0,0.0,0.95,0.526,165724.08960145622,12207.1176533837,iP05_iV02_iQ03_iX11__P-1000m_Q+0m_V+950m_xi+526md.csv
Y11,-1.0,0.0,0.95,-1.579,18417.586323774416,1356.6247138525662,iP05_iV02_iQ03_iX09__P-1000m_Q+0m_V+950m_xi-1579md.csv
Y11,-1.0,0.0,0.95,-0.526,165724.08960145622,12207.1176533837,iP05_iV02_iQ03_iX10__P-1000m_Q+0m_V+950m_xi-526md.csv
Y11,-1.0,0.0,0.95,2.632,6633.306772633411,488.60404449720914,iP05_iV02_iQ03_iX13__P-1000m_Q+0m_V+950m_xi+2632md.csv
Y11,-1.0,0.0,0.95,1.579,18417.586323774416,1356.6247138525662,iP05_iV02_iQ03_iX12__P-1000m_Q+0m_V+950m_xi+1579md.csv
Y11,-1.0,0.0,0.95,3.684,3386.629585886387,249.45642857894404,iP05_iV02_iQ03_iX14__P-1000m_Q+0m_V+950m_xi+3684md.csv
Y11,-1.0,0.0,0.95,5.789,1374.2258599277036,101.22437535801264,iP05_iV02_iQ03_iX16__P-1000m_Q+0m_V+950m_xi+5789md.csv
Y11,-1.0,0.0,0.95,6.842,985.2433764392364,72.57223658682055,iP05_iV02_iQ03_iX17__P-1000m_Q+0m_V+950m_xi+6842md.csv
Y11,-1.0,0.0,0.95,4.737,2050.546892070736,151.04164332135255,iP05_iV02_iQ03_iX15__P-1000m_Q+0m_V+950m_xi+4737md.csv
Y11,-1.0,0.0,0.95,7.895,741.195231746747,54.59584668439757,iP05_iV02_iQ03_iX18__P-1000m_Q+0m_V+950m_xi+7895md.csv
Y11,-1.0,0.0,0.95,10.0,463.73724012638354,34.1585133621903,iP05_iV02_iQ03_iX20__P-1000m_Q+0m_V+950m_xi+10000md.csv
Y11,-1.0,0.5,0.95,-10.0,309.7034219648251,22.812505738686784,iP05_iV02_iQ04_iX01__P-1000m_Q+500m_V+950m_xi-10000md.csv
